root_rustsec_id,root_cve_id,root_target_crate,hop,upstream_crate,upstream_fix_version,upstream_fix_time,downstream_crate,downstream_version,downstream_time,lag_days,dep_req,repo_url,pr_url,pr_merged_at,align_method,align_sha,status
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,postgres,0.13.0,2016-11-06 05:29:03.788631 UTC,postgres_array,0.8.0,2017-07-19 15:24:58.830016 UTC,255,^0.14,https://github.com/sfackler/rust-postgres-array,,,tag_exact_no_pr,f9d93c0be321566ef60c09d1be44cb08b003920b,commit_found_no_pr
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,postgres,0.13.0,2016-11-06 05:29:03.788631 UTC,rustorm,0.10.0,2018-03-06 17:35:25.304724 UTC,485,^0.15.1,https://github.com/ivanceras/rustorm,,,,,not_found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,postgres,0.13.0,2016-11-06 05:29:03.788631 UTC,postgres-binary-copy,0.4.0,2017-05-06 20:19:14.209643 UTC,181,^0.14,https://github.com/sfackler/rust-postgres-binary-copy,,,tag_exact_no_pr,f4e1920bc1d2293a31889f2b83a6dae14c83b6f4,commit_found_no_pr
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,postgres,0.13.0,2016-11-06 05:29:03.788631 UTC,postgis,0.3.0,2016-12-05 09:48:38.825044 UTC,29,^0.13,https://github.com/andelf/rust-postgis,,,,,not_found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,postgres,0.13.0,2016-11-06 05:29:03.788631 UTC,postgres_large_object,0.6.0,2017-05-08 01:59:49.832079 UTC,182,^0.14,https://github.com/sfackler/rust-postgres-large-object,,,tag_exact_no_pr,9c541127b45835ce3698a5d9594d167962e665d5,commit_found_no_pr
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,postgres,0.13.0,2016-11-06 05:29:03.788631 UTC,schemamama_postgres,0.2.0,2017-01-12 02:55:11.019924 UTC,66,^0.13,https://github.com/SkylerLipthay/schemamama_postgres,,,,,not_found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,sgxs,0.6.0-rc1,2018-11-19 10:04:03.544541 UTC,sgxs-tools,0.6.0-rc1,2018-11-19 10:19:12.475447 UTC,0,^0.6.0-rc1,https://github.com/fortanix/rust-sgx,,,,,not_found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,tiny_http,0.6.0,2018-03-28 08:00:57.262509 UTC,rouille,2.2.0,2018-09-01 12:27:09.003094 UTC,157,^0.6.0,https://github.com/tomaka/rouille,https://github.com/tomaka/rouille/pull/177,2018-04-14T20:53:47Z,search_window,,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,tiny_http,0.6.0,2018-03-28 08:00:57.262509 UTC,fisher,1.0.0,2019-07-22 09:38:09.321149 UTC,481,^0.6.2,https://github.com/pietroalbini/fisher,,,tag_exact_no_pr,cf2f72357f8df68dfaa6488814406cb448e7f426,commit_found_no_pr
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,tiny_http,0.6.0,2018-03-28 08:00:57.262509 UTC,yubihsm,0.26.0,2019-06-22 05:53:10.492486 UTC,450,^0.6,https://github.com/iqlusioninc/yubihsm.rs,,,tag_exact_no_pr,c3e2b66f9b9e17250400aed1137f88dab65f598c,commit_found_no_pr
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,tiny_http,0.6.0,2018-03-28 08:00:57.262509 UTC,cernan,0.9.0,2018-06-13 18:50:24.209359 UTC,77,^0.6,https://github.com/postmates/cernan,https://github.com/postmates/cernan/pull/443,2018-06-08T19:27:41Z,tag_exact_pr,7b55f64fd290d600f94893a086f85ca4e427b9ba,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,tiny_http,0.6.0,2018-03-28 08:00:57.262509 UTC,multipart,0.15.0,2018-07-08 20:21:25.774400 UTC,102,^0.6,http://github.com/abonander/multipart,https://github.com/abonander/multipart/pull/102,2018-06-07T15:25:22Z,search_window,,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,tiny_http,0.6.0,2018-03-28 08:00:57.262509 UTC,abrute,0.1.10,2023-06-05 03:03:31.135767 UTC,1894,~0.8,https://github.com/danielpclark/abrute,https://github.com/danielpclark/abrute/pull/33,2023-06-05T02:58:52Z,tag_exact_pr,29d40fb0106e7f7c5975d1ef61f3b0924037b5f5,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,trust-dns,0.9.3,2016-12-31 20:45:40.772080 UTC,trust-dns-server,0.10.0,2017-03-10 06:44:01.685922 UTC,68,^0.10,https://github.com/bluejekyll/trust-dns,,,,,not_found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,websocket,0.19.0,2017-04-05 18:03:43.548149 UTC,serenity,0.3.0,2017-06-24 16:49:33.637371 UTC,79,~0.20,https://github.com/serenity-rs/serenity.git,,,tag_exact_no_pr,b49f5808fbc8bf67ca4bdd004d21f75b52057273,commit_found_no_pr
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,websocket,0.19.0,2017-04-05 18:03:43.548149 UTC,touchpage,0.2.0,2019-10-11 17:22:34.732832 UTC,918,^0.23.0,https://github.com/bburdette/touchpage.git,https://github.com/bburdette/touchpage/pull/2,2018-02-19T22:48:45Z,search_window,b6d0998e4f2dd5e5ca745f7638c2a8abde301d52,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,websocket,0.19.0,2017-04-05 18:03:43.548149 UTC,websocat,1.0.0-alpha,2018-05-10 17:18:06.645129 UTC,399,^0.20.2,https://github.com/vi/websocat,,,tag_exact_no_pr,b05c7dca4f219df8f71add261d75929cf148da8f,commit_found_no_pr
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,websocket,0.19.0,2017-04-05 18:03:43.548149 UTC,aurelius,0.1.15,2017-04-10 15:06:01.009725 UTC,4,^0.19,https://github.com/euclio/aurelius,,,,,not_found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,websocket,0.19.0,2017-04-05 18:03:43.548149 UTC,mould,0.0.20,2017-04-13 06:51:30.228405 UTC,7,^0.19.1,https://github.com/DenisKolodin/mould,,,,,not_found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,ws,0.7.0,2017-03-30 23:15:27.125574 UTC,mdbook,0.0.22,2017-05-19 17:40:34.706126 UTC,49,^0.7,https://github.com/rust-lang/mdBook,https://github.com/rust-lang/mdBook/pull/256,2017-04-18T14:52:33Z,search_window,,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,ws,0.7.0,2017-03-30 23:15:27.125574 UTC,gutenberg,0.0.3,2017-04-05 13:23:58.325145 UTC,5,^0.7,https://github.com/Keats/gutenberg,,,tag_exact_no_pr,e6b48dff3815562ffe3baaf2786194f79efeca33,commit_found_no_pr
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,ws,0.7.0,2017-03-30 23:15:27.125574 UTC,maidsafe_utilities,0.11.2,2017-04-06 10:35:21.613881 UTC,6,~0.7.0,https://github.com/maidsafe/maidsafe_utilities,https://github.com/maidsafe/maidsafe-utilities/pull/99,2017-04-06T10:34:00Z,tag_exact_pr,4a360a2f5ac160e50daece8042dd0b05a7c40933,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-deploymentmanager2_beta2,2.0.0+20160201,2021-04-02 00:08:42.757415 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/deploymentmanager2_beta2,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-calendar3-cli,2.0.0+20210327,2021-04-02 12:56:56.442180 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/calendar3-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-appsactivity1,2.0.0+20200628,2021-04-01 15:55:23.627330 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/appsactivity1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-gan1_beta1-cli,2.0.0+20130205,2021-04-02 13:22:15.160327 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/gan1_beta1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-dataproc1-cli,2.0.0+20210322,2021-04-02 13:09:06.879396 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/dataproc1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-games1,2.0.0+20210325,2021-04-02 00:11:13.667344 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/games1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-customsearch1,2.0.0+20210330,2021-04-02 00:08:04.475926 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/customsearch1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-gamesconfiguration1_configuration,2.0.0+20210325,2021-04-02 00:11:16.696487 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/gamesconfiguration1_configuration,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-appengine1_beta5,2.0.0+20181005,2021-04-01 15:55:20.878676 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/appengine1_beta5,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-doubleclickbidmanager1-cli,2.0.0+20210323,2021-04-02 14:12:24.569269 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/doubleclickbidmanager1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-logging2_beta1-cli,2.0.0+20190325,2021-04-03 01:30:42.737239 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/logging2_beta1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-prediction1d6,2.0.0+20160511,2021-04-01 16:11:30.947838 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/prediction1d6,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-appengine1-cli,2.0.0+20210324,2021-04-02 12:52:53.369620 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/appengine1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-resourceviews1_beta2,2.0.0+20160512,2021-04-02 12:42:50.495162 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/resourceviews1_beta2,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-tasks1,2.0.0+20210329,2021-04-02 12:45:22.984419 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/tasks1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-adexchangeseller2,2.0.0+20171101,2021-04-01 15:53:17.864544 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/adexchangeseller2,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-consumersurveys2,2.0.0+20170407,2021-04-02 00:07:41.611814 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/consumersurveys2,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-urlshortener1-cli,2.0.0+20150519,2021-04-02 14:23:36.270329 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/urlshortener1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-youtubereporting1-cli,2.0.0+20210329,2021-04-03 01:35:59.194983 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/youtubereporting1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-adexchangebuyer1d3,2.0.0+20210330,2021-04-01 15:52:59.565185 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/adexchangebuyer1d3,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-monitoring3-cli,2.0.0+20210322,2021-04-02 14:15:28.592147 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/monitoring3-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-iam1,2.0.0+20210325,2021-04-02 00:19:14.147762 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/iam1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-cloudlatencytest2,2.0.0+20160309,2021-04-02 00:07:02.162052 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/cloudlatencytest2,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-fitness1,2.0.0+20210323,2021-04-02 00:11:04.297892 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/fitness1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-licensing1,2.0.0+20210329,2021-04-02 00:19:35.882358 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/licensing1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-groupssettings1-cli,2.0.0+20210325,2021-04-03 01:30:18.918956 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/groupssettings1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-adexchangebuyer1d4,2.0.0+20210330,2021-04-01 15:53:07.182588 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/adexchangebuyer1d4,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-content2,2.0.0+20210325,2021-04-01 16:00:58.850138 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/content2,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-webfonts1,2.0.0+20210326,2021-04-02 12:46:23.087590 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/webfonts1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-webmasters3-cli,2.0.0+20190428,2021-04-03 01:35:44.742294 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/webmasters3-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-playmoviespartner1-cli,2.0.0+20170919,2021-04-02 13:33:36.864910 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/playmoviespartner1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-replicapoolupdater1_beta1-cli,2.0.0+20161003,2021-04-02 14:17:37.077326 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/replicapoolupdater1_beta1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-appsactivity1-cli,2.0.0+20200628,2021-04-02 14:10:53.966332 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/appsactivity1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-discovery1,2.0.0+20200806,2021-04-01 16:04:12.213920 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/discovery1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-safebrowsing4,2.0.0+20210330,2021-04-02 12:43:12.476726 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/safebrowsing4,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-spectrum1_explorer-cli,2.0.0+20170306,2021-04-02 14:19:28.943252 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/spectrum1_explorer-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-storage1,2.0.0+20210330,2021-04-02 12:44:50.998141 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/storage1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-storagetransfer1,2.0.0+20210316,2021-04-02 12:44:54.921518 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/storagetransfer1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-youtube3-cli,2.0.0+20210330,2021-04-03 01:35:53.653407 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/youtube3-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-container1-cli,2.0.0+20210314,2021-04-02 13:06:17.193745 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/container1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-calendar3,2.0.0+20210327,2021-04-01 15:56:53.005744 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/calendar3,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-manufacturers1,2.0.0+20210325,2021-04-02 00:30:48.086573 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/manufacturers1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-drive3,2.0.0+20210322,2021-04-02 00:10:16.918676 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/drive3,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-pubsub1-cli,2.0.0+20210322,2021-04-02 13:35:32.529113 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/pubsub1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-appengine1,2.0.0+20210324,2021-04-01 15:55:09.494816 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/appengine1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-partners2,2.0.0+20180925,2021-04-02 00:31:40.523335 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/partners2,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-qpxexpress1,2.0.0+20160708,2021-04-02 12:42:13.530723 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/qpxexpress1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-playmoviespartner1,2.0.0+20170919,2021-04-02 12:41:23.178512 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/playmoviespartner1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
